MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	0.022460938	s	1/20/2022 1:56:31 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
0.022460938	0.022262756	5.1681833	-0.0030053686	-0.025307612

Data Acquisition						Time:	9.9462891	s	1/20/2022 1:56:41 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
9.9462891	0.033676613	5.1800327	-0.0030050755	-0.025302839

Data Acquisition						Time:	19.875	s	1/20/2022 1:56:51 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
19.875	0.022593107	5.1902146	-0.0028353552	-0.025217313

Data Acquisition						Time:	29.805664	s	1/20/2022 1:57:01 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
29.805664	0.035569645	5.1994424	-0.0029558295	-0.02495054

Data Acquisition						Time:	39.736328	s	1/20/2022 1:57:11 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
39.736328	0.024365926	5.2101159	-0.0029956372	-0.02494438

Data Acquisition						Time:	49.665039	s	1/20/2022 1:57:21 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
49.665039	0.038538899	5.2202525	-0.0028460464	-0.02494443

Data Acquisition						Time:	59.595703	s	1/20/2022 1:57:31 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
59.595703	0.021520481	5.2290907	-0.0029201338	-0.024922172

Data Acquisition						Time:	69.524414	s	1/20/2022 1:57:40 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
69.524414	0.040414885	5.2390156	-0.0026035262	-0.024922092

Data Acquisition						Time:	79.458008	s	1/20/2022 1:57:50 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
79.457031	0.022160206	5.2495708	-0.003044632	-0.02501305

Data Acquisition						Time:	89.387695	s	1/20/2022 1:58:00 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
89.387695	0.037948031	5.2599025	-0.0031797774	-0.02472724

Data Acquisition						Time:	99.317383	s	1/20/2022 1:58:10 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
99.317383	0.040329006	5.2695761	-0.0029227748	-0.024667813

Data Acquisition						Time:	109.24805	s	1/20/2022 1:58:20 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
109.24805	0.032305531	5.2794857	-0.0030143606	-0.02470676

Data Acquisition						Time:	119.17676	s	1/20/2022 1:58:30 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
119.17676	0.04927757	5.28929	-0.0026782779	-0.024671432

Data Acquisition						Time:	129.10645	s	1/20/2022 1:58:40 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
129.10645	0.058391519	5.2989206	-0.002767887	-0.024697298

Data Acquisition						Time:	139.03613	s	1/20/2022 1:58:50 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
139.03613	0.069696262	5.309135	-0.0028645864	-0.024670683

Data Acquisition						Time:	148.96484	s	1/20/2022 1:59:00 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
148.96484	0.078194506	5.3191109	-0.0030068518	-0.024703497

Data Acquisition						Time:	158.89551	s	1/20/2022 1:59:10 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
158.89551	0.099749006	5.3284135	-0.0028951748	-0.024655655

Data Acquisition						Time:	168.8252	s	1/20/2022 1:59:20 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
168.8252	0.12311374	5.3391442	-0.0027444328	-0.024635155

Data Acquisition						Time:	178.75488	s	1/20/2022 1:59:30 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
178.75488	0.14221208	5.3487892	-0.0028357969	-0.024697276

Data Acquisition						Time:	188.68457	s	1/20/2022 1:59:40 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
188.68457	0.17419046	5.3587303	-0.0031875891	-0.024434313

Data Acquisition						Time:	198.61426	s	1/20/2022 1:59:50 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
198.61426	0.20712179	5.3687105	-0.0028797928	-0.024389064

Data Acquisition						Time:	208.54395	s	1/20/2022 1:59:59 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
208.54395	0.24182676	5.3784428	-0.0027391072	-0.024079831

Data Acquisition						Time:	218.47461	s	1/20/2022 2:00:09 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
218.47363	0.27781248	5.3884983	-0.0029323495	-0.024086036

Data Acquisition						Time:	228.40332	s	1/20/2022 2:00:19 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
228.40332	0.31893063	5.3982406	-0.0027919034	-0.024099743

Data Acquisition						Time:	238.33301	s	1/20/2022 2:00:29 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
238.33301	0.41201594	5.4099436	-0.0028644328	-0.023738602

Data Acquisition						Time:	248.2627	s	1/20/2022 2:00:39 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
248.2627	0.40552443	5.4182777	-0.0028507456	-0.023826834

Data Acquisition						Time:	258.19238	s	1/20/2022 2:00:49 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
258.19238	0.54637545	5.4391608	-0.0030514819	-0.023444112

Data Acquisition						Time:	268.12207	s	1/20/2022 2:00:59 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
268.12207	0.56175053	5.4412374	-0.0028918851	-0.023372032

Data Acquisition						Time:	278.05176	s	1/20/2022 2:01:09 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
278.05176	0.6349991	5.4482741	-0.0030710315	-0.023448637

Data Acquisition						Time:	287.98145	s	1/20/2022 2:01:19 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
287.98145	0.74795377	5.4581652	-0.0031580445	-0.023173457

Data Acquisition						Time:	297.91113	s	1/20/2022 2:01:29 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
297.91113	0.87806869	5.4679341	-0.0028084929	-0.023171797

Data Acquisition						Time:	307.84082	s	1/20/2022 2:01:39 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
307.84082	1.0493628	5.4773059	-0.0030113105	-0.022658143

Data Acquisition						Time:	317.77441	s	1/20/2022 2:01:49 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
317.77344	1.3508626	5.4886661	-0.0028129816	-0.021950452

Data Acquisition						Time:	327.7041	s	1/20/2022 2:01:59 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
327.7041	1.4517864	5.4981766	-0.0029172497	-0.02200851

Data Acquisition						Time:	337.63574	s	1/20/2022 2:02:09 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
337.63477	2.1162944	5.5152173	-0.0030425647	-0.020780805

Data Acquisition						Time:	347.56348	s	1/20/2022 2:02:18 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
347.56348	2.0994217	5.5178175	-0.0030517217	-0.020771749

Data Acquisition						Time:	357.49316	s	1/20/2022 2:02:28 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
357.49316	2.1781044	5.5274954	-0.0030242279	-0.020793041

Data Acquisition						Time:	367.42285	s	1/20/2022 2:02:38 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
367.42285	3.0203903	5.5380235	-0.0030190968	-0.018942006

