MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	0.022460938	s	12/17/2021 3:13:47 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
0.022460938	0.094365463	1.0003173	-0.011765411	-0.0045031263

Data Acquisition						Time:	9.9462891	s	12/17/2021 3:13:57 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
9.9462891	0.17902592	1.0224192	-0.011571296	-0.0045115845

Data Acquisition						Time:	19.875977	s	12/17/2021 3:14:07 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
19.875977	0.2367764	1.0416495	-0.011437145	-0.0044585043

Data Acquisition						Time:	29.805664	s	12/17/2021 3:14:17 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
29.805664	0.39303029	1.0689489	-0.011339318	-0.0044345539

Data Acquisition						Time:	39.734375	s	12/17/2021 3:14:27 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
39.734375	0.58010167	1.0896939	-0.011738081	-0.0044625988

Data Acquisition						Time:	49.666016	s	12/17/2021 3:14:37 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
49.666016	0.89634281	1.1116868	-0.011207284	-0.0044619809

Data Acquisition						Time:	59.594727	s	12/17/2021 3:14:47 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
59.594727	1.3547399	1.1344825	-0.010981289	-0.0044535887

Data Acquisition						Time:	69.526367	s	12/17/2021 3:14:56 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
69.526367	1.942903	1.156424	-0.010130665	-0.0045009693

Data Acquisition						Time:	79.454102	s	12/17/2021 3:15:06 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
79.454102	2.6559062	1.1791245	-0.0088492883	-0.0044601308

Data Acquisition						Time:	89.383789	s	12/17/2021 3:15:16 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
89.383789	3.4600537	1.2011071	-0.0077217123	-0.004459904

Data Acquisition						Time:	99.313477	s	12/17/2021 3:15:26 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
99.313477	4.3417253	1.2235372	-0.0059069488	-0.004476836

Data Acquisition						Time:	109.24316	s	12/17/2021 3:15:36 PM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
