MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	0.022460938	s	1/27/2022 10:03:50 AM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
0.022460938	0.37515107	10.000297	0.0031513933	-0.024037965

Data Acquisition						Time:	9.9482422	s	1/27/2022 10:04:00 AM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
9.9482422	0.59517324	10.024543	0.0032359217	-0.023188761

Data Acquisition						Time:	19.87793	s	1/27/2022 10:04:10 AM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
19.87793	0.84087372	10.046266	0.0034044809	-0.022229785

Data Acquisition						Time:	29.808594	s	1/27/2022 10:04:20 AM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
29.808594	1.1382036	10.065963	0.0032298816	-0.021431349

Data Acquisition						Time:	39.738281	s	1/27/2022 10:04:30 AM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
39.738281	1.5649508	10.087766	0.0030358217	-0.019546259

Data Acquisition						Time:	49.671875	s	1/27/2022 10:04:40 AM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
49.670898	2.0728378	10.112142	0.0030094001	-0.018120827

Data Acquisition						Time:	59.601563	s	1/27/2022 10:04:50 AM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
59.601563	2.659533	10.136003	0.00302498	-0.01605824

Data Acquisition						Time:	69.53125	s	1/27/2022 10:04:59 AM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
69.53125	3.239738	10.158294	0.0031715711	-0.014079778

Data Acquisition						Time:	79.460938	s	1/27/2022 10:05:09 AM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
79.460938	3.7424495	10.176975	0.0030220095	-0.012619793

Data Acquisition						Time:	89.390625	s	1/27/2022 10:05:19 AM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
89.390625	4.4893088	10.199952	0.0026817017	-0.010309088

Data Acquisition						Time:	99.320313	s	1/27/2022 10:05:29 AM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
99.320313	5.3132386	10.223796	0.0028755558	-0.0080922516

Data Acquisition						Time:	109.25	s	1/27/2022 10:05:39 AM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
109.25	6.1783504	10.248055	0.0031143343	-0.0053749657

Data Acquisition						Time:	119.17969	s	1/27/2022 10:05:49 AM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
119.17969	6.9844909	10.26919	0.0030676604	-0.0029164464

Data Acquisition						Time:	129.10938	s	1/27/2022 10:05:59 AM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
129.10938	7.758028	10.288301	0.0028062966	-0.00024677324

Data Acquisition						Time:	139.04004	s	1/27/2022 10:06:09 AM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
139.04004	8.8298817	10.311665	0.0026541543	0.0026807364

Data Acquisition						Time:	148.96875	s	1/27/2022 10:06:19 AM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
148.96875	9.8731928	10.335306	0.0027075727	0.0060899584

Data Acquisition						Time:	158.89844	s	1/27/2022 10:06:29 AM
Time	ESH B Force	ESH B Displacement	Analog In 1	Analog In 2
s	kN	mm	V	V
158.89844	10.982875	10.360226	0.0024542331	0.0097666699

Data Acquisition						Time:	168.83105	s	1/27/2022 10:06:39 AM
